EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,OverTime,TotalWorkingYears,YearsAtCompany,JobSatisfaction,WorkLifeBalance,JobInvolvement,TenureCategory,SalaryCategory
626,45,0,Rarely,Sales,9,3,Marketing,M,"Sales Executive",D,10761,4,1,18,5,1,3,3,Medium-Term,High
627,32,0,Rarely,"Research & Development",8,2,Medical,F,"Research Scientist",M,5175,5,0,9,5,3,2,4,Medium-Term,Medium
628,52,0,Frequently,"Research & Development",25,4,Medical,F,"Manufacturing Director",M,13826,3,0,31,9,4,3,2,Long-Term,High
629,37,0,Rarely,Sales,16,4,Marketing,M,"Sales Executive",D,6334,4,0,9,1,3,3,2,Short-Term,Medium
630,28,0,Rarely,"Human Resources",8,2,Medical,M,"Human Resources",D,4936,1,0,6,5,4,3,2,Medium-Term,Medium
631,22,0,Rarely,"Research & Development",1,2,"Life Sciences",M,"Manufacturing Director",M,4775,6,0,4,2,4,1,2,Short-Term,Medium
632,44,0,Rarely,"Research & Development",8,4,"Life Sciences",M,"Laboratory Technician",M,2818,2,1,10,3,4,2,4,Medium-Term,Low
633,42,0,Frequently,"Research & Development",2,1,Medical,M,"Research Scientist",S,2515,5,1,8,2,4,3,3,Short-Term,Low
634,36,0,Rarely,"Human Resources",8,3,"Life Sciences",M,"Human Resources",M,2342,0,0,6,5,1,3,2,Medium-Term,Low
635,25,0,Rarely,Sales,3,1,Other,M,"Sales Executive",M,4194,1,1,5,5,1,3,3,Medium-Term,Medium
636,35,0,Rarely,"Research & Development",9,3,"Life Sciences",F,"Manufacturing Director",M,10685,1,1,17,17,3,3,2,Long-Term,High
637,35,1,Frequently,"Research & Development",25,4,"Life Sciences",F,"Research Scientist",D,2022,1,1,10,10,2,2,3,Long-Term,Low
638,32,0,"No Travel","Research & Development",1,3,"Life Sciences",M,"Laboratory Technician",D,2314,0,0,4,3,4,3,3,Medium-Term,Low
639,25,0,Rarely,Sales,4,1,Marketing,M,"Sales Executive",M,4256,1,0,5,5,1,4,2,Medium-Term,Medium
640,49,0,Rarely,"Research & Development",1,3,"Technical Degree",F,"Research Scientist",M,3580,2,0,7,4,1,3,3,Medium-Term,Medium
641,24,0,"No Travel","Research & Development",4,1,"Life Sciences",M,"Laboratory Technician",M,3162,0,0,6,5,4,2,2,Medium-Term,Medium
642,32,0,Frequently,Sales,5,2,"Life Sciences",M,"Sales Executive",M,6524,1,0,10,10,2,3,3,Long-Term,Medium
643,38,0,Rarely,Sales,9,3,Marketing,M,"Sales Representative",M,2899,0,0,3,2,2,3,2,Short-Term,Low
644,42,0,Rarely,"Research & Development",3,3,"Life Sciences",F,"Laboratory Technician",M,5231,2,1,17,5,4,2,4,Medium-Term,Medium
645,31,0,Rarely,"Research & Development",11,4,"Life Sciences",M,"Research Scientist",M,2356,3,1,8,6,4,3,3,Medium-Term,Low
646,29,1,Rarely,Sales,1,3,Medical,F,"Sales Representative",D,2800,6,1,5,3,3,3,2,Medium-Term,Low
647,53,0,Rarely,Sales,8,3,Marketing,M,"Sales Executive",M,11836,5,0,28,2,4,3,3,Short-Term,High
648,35,0,Rarely,"Research & Development",25,3,"Technical Degree",M,"Manufacturing Director",M,10903,3,0,16,13,2,3,2,Long-Term,High
649,37,0,Frequently,Sales,21,2,Medical,F,"Sales Representative",M,2973,5,0,10,5,4,3,3,Medium-Term,Low
650,53,0,Rarely,"Research & Development",23,4,"Life Sciences",F,"Research Director",S,14275,6,0,33,12,4,3,3,Long-Term,High
651,43,0,Frequently,"Research & Development",1,3,"Life Sciences",F,"Healthcare Representative",M,5562,4,0,12,5,4,2,3,Medium-Term,Medium
652,47,0,Rarely,Sales,2,2,Marketing,F,"Sales Executive",M,4537,0,1,8,7,4,3,3,Medium-Term,Medium
653,37,0,"No Travel",Sales,19,2,Medical,M,"Sales Executive",S,7642,1,1,10,10,2,3,3,Long-Term,Medium
654,50,0,"No Travel","Research & Development",2,4,"Life Sciences",M,Manager,D,17924,1,0,31,31,1,3,3,Long-Term,High
655,39,0,Rarely,"Human Resources",2,3,"Life Sciences",F,"Human Resources",M,5204,8,0,13,5,4,3,2,Medium-Term,Medium
656,33,0,Rarely,"Human Resources",3,2,"Human Resources",M,"Human Resources",D,2277,3,1,7,4,2,4,3,Medium-Term,Low
657,32,1,Rarely,"Research & Development",25,4,"Life Sciences",M,"Laboratory Technician",S,2795,1,1,1,1,4,1,3,Short-Term,Low
658,29,0,Rarely,"Research & Development",7,1,Medical,F,"Laboratory Technician",D,2532,6,0,8,4,4,3,2,Medium-Term,Low
659,44,0,Rarely,"Research & Development",9,2,"Life Sciences",M,"Research Scientist",M,2559,1,1,8,8,1,3,3,Long-Term,Low
660,28,0,Rarely,Sales,5,4,Medical,M,"Sales Executive",S,4908,1,0,4,4,4,3,3,Medium-Term,Medium
661,58,1,Frequently,"Research & Development",2,1,"Life Sciences",M,"Laboratory Technician",D,2380,9,1,3,1,4,2,2,Short-Term,Low
662,43,0,Rarely,"Research & Development",8,3,"Life Sciences",F,"Manufacturing Director",D,4765,4,0,4,1,2,4,3,Short-Term,Medium
663,20,1,Rarely,Sales,2,3,Medical,F,"Sales Representative",S,2044,1,0,2,2,3,2,2,Short-Term,Low
664,21,1,Rarely,"Research & Development",18,1,Other,F,"Research Scientist",S,2693,1,0,1,1,4,2,3,Short-Term,Low
665,36,0,Rarely,"Research & Development",14,1,"Life Sciences",M,"Healthcare Representative",M,6586,0,1,17,16,4,2,3,Long-Term,Medium
666,47,0,Rarely,Sales,2,4,"Life Sciences",F,"Sales Representative",S,3294,1,1,3,3,4,2,2,Medium-Term,Medium
667,22,1,Rarely,"Research & Development",3,1,"Life Sciences",F,"Manufacturing Director",M,4171,0,1,4,3,3,4,3,Medium-Term,Medium
668,41,1,Rarely,"Research & Development",2,4,"Life Sciences",F,"Laboratory Technician",D,2778,4,1,10,7,4,2,1,Medium-Term,Low
669,28,0,Rarely,"Research & Development",9,3,Medical,F,"Research Scientist",D,2377,5,0,6,2,3,3,3,Short-Term,Low
670,39,1,Rarely,"Research & Development",6,3,Medical,M,"Laboratory Technician",M,2404,7,1,8,2,1,1,3,Short-Term,Low
671,27,0,Rarely,"Research & Development",4,3,"Life Sciences",F,"Research Scientist",S,2318,1,0,1,1,3,3,3,Short-Term,Low
672,34,0,Rarely,"Research & Development",10,3,"Life Sciences",M,"Laboratory Technician",D,2008,1,0,1,1,2,3,3,Short-Term,Low
673,42,0,Rarely,Sales,14,2,Medical,F,"Sales Executive",S,6244,7,0,10,5,3,3,2,Medium-Term,Medium
674,33,0,Rarely,"Research & Development",1,4,Other,M,"Research Scientist",S,2799,3,1,6,3,1,3,2,Medium-Term,Low
675,58,0,Rarely,"Research & Development",5,3,"Technical Degree",F,"Healthcare Representative",D,10552,2,1,24,6,2,3,2,Medium-Term,High
676,31,0,Rarely,Sales,7,4,"Life Sciences",M,"Sales Representative",M,2329,3,0,13,7,3,4,2,Medium-Term,Low
677,35,0,Rarely,"Research & Development",21,1,"Life Sciences",F,"Healthcare Representative",M,4014,1,1,10,10,4,1,3,Long-Term,Medium
678,49,0,Rarely,"Research & Development",8,2,Other,F,"Laboratory Technician",M,7403,4,0,29,26,2,2,3,Long-Term,Medium
679,48,0,Rarely,"Research & Development",20,4,Medical,M,"Research Scientist",M,2259,4,0,13,0,3,2,3,Short-Term,Low
680,31,0,"No Travel",Sales,20,2,Marketing,F,"Sales Executive",M,6932,1,0,9,9,3,2,3,Long-Term,Medium
681,36,0,Rarely,"Research & Development",7,4,Other,M,"Research Scientist",S,4678,2,0,8,6,4,3,3,Medium-Term,Medium
682,38,0,Rarely,"Research & Development",1,3,"Technical Degree",F,"Research Director",M,13582,1,0,15,15,1,3,3,Long-Term,High
683,32,0,"No Travel","Research & Development",1,3,"Life Sciences",F,"Laboratory Technician",M,2332,6,0,5,3,2,3,2,Medium-Term,Low
684,25,1,Rarely,Sales,19,2,Marketing,M,"Sales Representative",M,2413,1,1,1,1,2,3,2,Short-Term,Low
685,40,0,Rarely,Sales,10,4,Marketing,M,"Sales Executive",D,9705,2,0,11,1,2,2,2,Short-Term,High
686,26,0,Frequently,Sales,1,3,Medical,M,"Sales Executive",S,4294,1,0,7,7,1,3,2,Medium-Term,Medium
687,41,0,Rarely,"Research & Development",6,3,Medical,M,"Laboratory Technician",S,4721,2,1,20,18,1,3,3,Long-Term,Medium
688,36,0,Rarely,"Research & Development",2,4,Medical,M,"Laboratory Technician",S,2519,4,0,16,11,3,3,3,Long-Term,Low
689,19,1,Rarely,Sales,21,3,Other,M,"Sales Representative",S,2121,1,1,1,1,2,4,2,Short-Term,Low
690,20,1,Rarely,"Research & Development",4,3,"Technical Degree",M,"Laboratory Technician",S,2973,1,0,1,1,1,3,3,Short-Term,Low
691,31,0,Rarely,"Research & Development",12,3,Medical,F,"Healthcare Representative",M,5855,0,1,10,9,4,1,3,Long-Term,Medium
692,40,0,Frequently,"Research & Development",9,4,Medical,M,"Research Scientist",D,3617,8,1,3,1,2,3,3,Short-Term,Medium
693,32,0,Rarely,"Research & Development",3,4,Medical,F,"Manufacturing Director",M,6725,1,0,8,8,1,4,3,Long-Term,Medium
694,36,1,Rarely,Sales,3,1,"Life Sciences",M,"Sales Executive",M,10325,1,1,16,16,4,3,2,Long-Term,High
695,33,0,Rarely,"Research & Development",1,3,"Life Sciences",F,"Healthcare Representative",S,6949,0,0,6,5,4,3,2,Medium-Term,Medium
696,37,1,Rarely,Sales,1,4,"Life Sciences",M,"Sales Executive",M,10609,5,0,17,14,3,1,2,Long-Term,High
697,45,0,"No Travel","Research & Development",4,2,"Life Sciences",M,"Laboratory Technician",M,4447,1,0,9,9,2,2,3,Long-Term,Medium
698,29,0,Frequently,Sales,20,3,"Technical Degree",F,"Sales Representative",M,2157,1,0,3,3,4,3,3,Medium-Term,Low
699,35,0,Rarely,Sales,18,3,Medical,F,"Sales Executive",M,4601,1,0,5,5,3,3,3,Medium-Term,Medium
700,52,0,Rarely,"Research & Development",1,2,"Life Sciences",M,Manager,M,17099,2,0,26,9,4,2,3,Long-Term,High
701,58,1,Rarely,"Research & Development",2,3,"Technical Degree",M,"Research Scientist",S,2479,4,0,7,1,3,3,3,Short-Term,Low
702,53,0,Rarely,Sales,2,2,Medical,M,Manager,D,14852,6,0,22,17,3,4,3,Long-Term,High
703,30,0,Rarely,Sales,8,2,Other,M,"Sales Executive",D,7264,5,0,10,8,3,4,3,Long-Term,Medium
704,38,0,"No Travel",Sales,10,3,"Technical Degree",F,"Sales Executive",S,5666,1,1,6,5,4,3,3,Medium-Term,Medium
705,35,0,Rarely,Sales,3,4,"Life Sciences",M,"Sales Executive",D,7823,6,0,12,10,4,3,3,Long-Term,Medium
706,39,0,Rarely,Sales,2,5,"Life Sciences",M,"Sales Executive",S,7880,0,0,9,8,3,3,4,Long-Term,Medium
707,40,1,"No Travel",Sales,24,3,"Life Sciences",F,"Sales Executive",S,13194,4,1,22,1,2,2,4,Short-Term,High
708,47,0,Frequently,"Research & Development",16,4,Medical,M,"Manufacturing Director",D,5067,1,1,20,19,3,4,4,Long-Term,Medium
709,36,0,"No Travel",Sales,8,4,"Technical Degree",M,"Sales Executive",D,5079,4,0,12,7,4,3,3,Medium-Term,Medium
710,31,1,"No Travel","Research & Development",9,2,Medical,M,"Research Scientist",S,2321,0,1,4,3,1,3,2,Medium-Term,Low
711,33,0,"No Travel",Sales,17,3,"Life Sciences",M,Manager,S,17444,1,0,10,10,3,3,3,Long-Term,High
712,29,1,Rarely,"Research & Development",10,3,"Life Sciences",F,"Research Scientist",S,2404,6,1,3,0,1,3,2,Short-Term,Low
713,33,0,Rarely,"Research & Development",13,1,"Life Sciences",F,"Research Scientist",S,3452,3,0,5,3,4,3,3,Medium-Term,Medium
714,45,0,Rarely,"Research & Development",1,4,Medical,F,"Laboratory Technician",D,2270,3,0,8,5,4,3,3,Medium-Term,Low
715,50,0,Rarely,"Research & Development",1,2,Medical,M,"Research Director",D,17399,9,0,32,5,4,2,3,Medium-Term,High
716,33,0,Frequently,"Research & Development",1,4,Other,F,"Healthcare Representative",M,5488,1,1,6,6,2,3,4,Medium-Term,Medium
717,41,0,Frequently,"Research & Development",9,3,Medical,M,"Research Director",D,19419,2,0,21,18,3,4,3,Long-Term,High
718,27,0,Rarely,"Research & Development",16,4,"Technical Degree",F,"Laboratory Technician",M,2811,9,0,4,2,2,3,3,Short-Term,Low
719,45,0,"No Travel","Research & Development",23,2,"Life Sciences",M,"Laboratory Technician",M,3633,1,1,9,9,1,3,3,Long-Term,Medium
720,47,0,Rarely,Sales,4,2,"Life Sciences",F,"Sales Executive",S,4163,1,1,9,9,4,3,3,Long-Term,Medium
721,30,1,Rarely,"Research & Development",22,3,"Life Sciences",F,"Research Scientist",M,2132,4,1,7,5,3,3,3,Medium-Term,Low
722,50,0,Rarely,"Research & Development",24,3,"Life Sciences",M,"Manufacturing Director",M,13973,3,1,22,12,3,3,3,Long-Term,High
723,38,0,Frequently,"Research & Development",10,1,Medical,M,"Research Scientist",M,2684,0,0,3,2,3,2,3,Short-Term,Low
724,46,0,Rarely,"Research & Development",7,2,Medical,M,"Manufacturing Director",D,10845,6,0,13,8,3,3,3,Long-Term,High
725,24,0,Rarely,"Research & Development",17,1,Medical,F,"Manufacturing Director",D,4377,1,0,5,4,3,3,2,Medium-Term,Medium
726,35,1,Rarely,"Research & Development",14,4,Other,M,"Laboratory Technician",D,3743,1,1,5,4,2,1,2,Medium-Term,Medium
727,31,0,Frequently,"Research & Development",1,1,"Life Sciences",F,"Manufacturing Director",M,4148,1,0,4,4,1,3,3,Medium-Term,Medium
728,18,0,"No Travel","Research & Development",5,2,"Life Sciences",M,"Research Scientist",S,1051,1,0,0,0,4,3,3,Short-Term,Low
729,54,0,Rarely,"Research & Development",17,3,"Technical Degree",F,"Manufacturing Director",M,10739,8,0,22,10,3,3,3,Long-Term,High
730,35,0,Rarely,"Research & Development",25,4,Medical,F,"Healthcare Representative",D,10388,1,1,16,16,3,2,3,Long-Term,High
731,30,0,Rarely,"Research & Development",8,2,"Life Sciences",F,"Research Director",M,11416,0,1,9,8,1,2,4,Long-Term,High
732,20,1,Rarely,"Research & Development",11,3,Medical,F,"Research Scientist",S,2600,1,1,1,1,1,3,2,Short-Term,Low
733,30,1,Frequently,"Research & Development",5,3,Medical,F,"Laboratory Technician",S,2422,0,0,4,3,2,3,3,Medium-Term,Low
734,26,0,Rarely,"Research & Development",2,2,Medical,M,"Manufacturing Director",M,5472,1,0,8,8,4,3,4,Long-Term,Medium
735,22,0,Rarely,"Research & Development",8,1,"Life Sciences",M,"Laboratory Technician",M,2451,1,0,4,4,1,2,1,Medium-Term,Low
736,48,0,Rarely,"Research & Development",6,3,"Life Sciences",M,"Healthcare Representative",S,4240,2,0,19,2,3,3,2,Short-Term,Medium
737,48,0,Rarely,"Research & Development",4,4,"Life Sciences",M,"Healthcare Representative",S,10999,7,0,27,15,3,3,2,Long-Term,High
738,41,0,Rarely,"Research & Development",7,2,Medical,F,"Manufacturing Director",S,5003,6,0,8,2,3,3,3,Short-Term,Medium
739,39,0,Rarely,"Research & Development",1,1,"Life Sciences",F,"Manufacturing Director",M,12742,1,0,21,21,4,3,2,Long-Term,High
740,27,0,Rarely,"Research & Development",2,4,"Life Sciences",F,"Manufacturing Director",M,4227,0,0,4,3,4,3,3,Medium-Term,Medium
741,35,0,Rarely,"Research & Development",10,3,Other,M,"Laboratory Technician",D,3917,1,0,3,3,4,2,3,Medium-Term,Medium
742,42,0,Rarely,Sales,5,2,Marketing,M,Manager,M,18303,6,0,21,1,3,4,3,Short-Term,High
743,50,0,Rarely,"Research & Development",9,3,"Life Sciences",M,"Laboratory Technician",M,2380,4,0,8,1,4,3,3,Short-Term,Low
744,59,0,Rarely,"Research & Development",2,3,"Life Sciences",F,"Manufacturing Director",S,13726,3,1,30,5,4,3,2,Medium-Term,High
745,37,1,Rarely,"Research & Development",11,2,Medical,F,"Healthcare Representative",M,4777,5,0,15,1,2,1,1,Short-Term,Medium
746,55,0,Frequently,"Research & Development",18,4,Medical,M,"Healthcare Representative",M,6385,3,1,17,8,2,3,3,Long-Term,Medium
747,41,0,"No Travel","Research & Development",7,1,"Life Sciences",F,"Research Director",D,19509,1,0,21,21,3,3,1,Long-Term,High
748,38,0,Rarely,Sales,3,4,"Life Sciences",M,"Sales Executive",S,6861,8,1,19,1,4,3,3,Short-Term,Medium
749,26,1,"No Travel",Sales,29,2,Medical,M,"Sales Executive",S,4969,8,0,7,2,1,3,1,Short-Term,Medium
750,52,1,Rarely,Sales,2,1,Marketing,F,Manager,M,19509,1,0,33,32,4,3,1,Long-Term,High
751,44,0,Rarely,Sales,28,3,Medical,F,"Sales Executive",M,13320,3,1,23,12,4,3,4,Long-Term,High
752,50,0,"No Travel",Sales,1,3,"Life Sciences",F,"Sales Executive",M,6347,0,0,19,18,3,3,3,Long-Term,Medium
753,36,1,Rarely,"Research & Development",16,4,"Life Sciences",F,"Laboratory Technician",S,2743,1,0,18,17,1,3,4,Long-Term,Low
754,39,0,Frequently,"Research & Development",22,3,Medical,F,"Manufacturing Director",S,10880,1,1,21,21,1,3,3,Long-Term,High
755,33,0,"No Travel",Sales,8,1,"Life Sciences",F,"Sales Representative",S,2342,0,0,3,2,4,2,2,Short-Term,Low
756,45,0,Rarely,Sales,11,2,"Life Sciences",F,Manager,M,17650,3,0,26,9,4,4,3,Long-Term,High
757,32,0,"No Travel","Research & Development",29,4,Medical,F,"Laboratory Technician",S,4025,9,0,10,8,3,3,3,Long-Term,Medium
758,34,0,Rarely,Sales,1,4,Marketing,M,"Sales Executive",D,9725,0,0,16,15,4,2,4,Long-Term,High
759,59,0,Rarely,Sales,1,2,"Technical Degree",M,Manager,M,11904,3,1,14,6,4,1,3,Medium-Term,High
760,45,0,Rarely,"Human Resources",24,4,Medical,M,"Human Resources",S,2177,1,0,6,6,2,3,3,Medium-Term,Low
761,53,0,Frequently,Sales,2,3,Marketing,F,"Sales Executive",M,7525,2,0,30,15,2,3,2,Long-Term,Medium
762,36,1,Rarely,"Research & Development",15,3,Other,M,"Laboratory Technician",D,4834,7,0,9,1,3,2,3,Short-Term,Medium
763,26,1,Frequently,"Research & Development",2,3,"Life Sciences",M,"Research Scientist",M,2042,6,1,6,3,1,3,3,Medium-Term,Low
764,34,0,Rarely,Sales,10,4,"Life Sciences",F,"Sales Representative",M,2220,1,1,1,1,3,3,3,Short-Term,Low
765,28,0,Rarely,Sales,10,1,Medical,M,"Sales Representative",M,1052,1,0,1,1,2,3,3,Short-Term,Low
766,38,0,Frequently,"Research & Development",3,4,Other,M,"Research Scientist",M,2821,3,0,8,2,3,3,3,Short-Term,Low
767,50,0,Rarely,"Research & Development",2,4,Medical,M,"Research Director",M,19237,2,1,29,8,3,2,3,Long-Term,High
768,37,0,Rarely,"Research & Development",3,3,Other,F,"Healthcare Representative",S,4107,3,0,8,4,2,2,3,Medium-Term,Medium
769,40,0,Rarely,Sales,26,3,Marketing,M,"Sales Executive",M,8396,1,0,8,7,1,2,3,Medium-Term,High
770,26,0,Frequently,"Research & Development",1,1,Medical,F,"Research Scientist",D,2007,1,0,5,5,3,3,2,Medium-Term,Low
771,46,0,Rarely,"Research & Development",1,4,Medical,M,"Research Director",D,19509,9,0,23,2,4,3,3,Short-Term,High
772,54,0,Rarely,Sales,2,4,"Life Sciences",F,"Sales Executive",M,10686,6,0,13,9,3,3,2,Long-Term,High
773,56,0,Frequently,"Research & Development",9,3,Medical,F,"Research Scientist",M,2942,2,0,18,5,3,3,3,Medium-Term,Low
774,36,0,Rarely,"Research & Development",12,5,Medical,F,"Manufacturing Director",S,8858,0,0,15,14,4,2,2,Long-Term,High
775,55,0,"No Travel","Research & Development",2,1,Medical,M,Manager,S,16756,7,0,31,9,1,4,2,Long-Term,High
776,43,0,Rarely,Sales,25,3,Medical,M,"Sales Executive",D,10798,5,0,18,1,4,3,2,Short-Term,High
777,20,1,Frequently,Sales,9,3,Marketing,F,"Sales Representative",S,2323,1,1,2,2,4,3,3,Short-Term,Low
778,21,1,Rarely,"Research & Development",10,3,"Life Sciences",F,"Laboratory Technician",S,1416,1,0,1,1,1,2,2,Short-Term,Low
779,46,0,Rarely,"Research & Development",8,4,"Life Sciences",F,"Research Scientist",D,4615,8,1,19,16,1,3,2,Long-Term,Medium
780,51,1,Rarely,"Research & Development",4,4,"Life Sciences",M,"Research Scientist",M,2461,9,1,18,10,3,4,3,Long-Term,Low
781,28,1,"No Travel","Research & Development",24,2,"Technical Degree",M,"Healthcare Representative",S,8722,1,0,10,10,1,2,2,Long-Term,High
782,26,0,Rarely,"Research & Development",1,2,Medical,M,"Laboratory Technician",M,3955,1,0,6,5,1,3,2,Medium-Term,Medium
783,30,0,Rarely,"Research & Development",20,3,Other,M,"Manufacturing Director",M,9957,0,0,7,6,1,2,3,Medium-Term,High
784,41,0,Rarely,"Research & Development",7,2,"Technical Degree",F,"Research Scientist",M,3376,1,0,10,10,3,3,4,Long-Term,Medium
785,38,0,Rarely,"Research & Development",17,1,"Life Sciences",F,"Healthcare Representative",M,8823,0,0,20,19,3,2,2,Long-Term,High
786,40,0,Rarely,"Research & Development",20,4,"Technical Degree",M,"Healthcare Representative",M,10322,4,0,14,11,4,3,3,Long-Term,High
787,27,0,"No Travel","Research & Development",8,5,"Life Sciences",M,"Laboratory Technician",M,4621,1,0,3,3,3,3,1,Medium-Term,Medium
788,55,0,Frequently,"Research & Development",2,1,"Life Sciences",M,"Manufacturing Director",M,10976,3,0,23,3,2,3,3,Medium-Term,High
789,28,0,Rarely,"Research & Development",10,3,Other,F,"Research Scientist",S,3660,3,0,10,8,3,4,3,Long-Term,Medium
790,44,1,Rarely,"Human Resources",1,2,Medical,M,"Human Resources",M,10482,9,0,24,20,1,3,2,Long-Term,High
791,33,0,Rarely,"Research & Development",5,3,"Life Sciences",M,"Healthcare Representative",D,7119,4,0,9,3,4,3,2,Medium-Term,Medium
792,35,1,Rarely,Sales,4,3,"Technical Degree",M,"Sales Executive",S,9582,0,1,9,8,1,3,3,Long-Term,High
793,33,1,Frequently,"Research & Development",29,4,Medical,F,"Research Scientist",S,4508,1,0,14,13,3,3,2,Long-Term,Medium
794,28,0,Rarely,"Research & Development",15,2,"Life Sciences",M,"Laboratory Technician",D,2207,1,0,4,4,3,2,3,Medium-Term,Low
795,34,0,Frequently,"Research & Development",3,1,"Life Sciences",M,"Healthcare Representative",S,7756,0,0,7,6,4,2,3,Medium-Term,Medium
796,37,0,Rarely,Sales,10,4,"Life Sciences",F,"Sales Executive",D,6694,2,1,8,1,4,3,2,Short-Term,Medium
797,25,1,Rarely,"Research & Development",4,1,"Technical Degree",M,"Laboratory Technician",M,3691,1,1,7,7,4,4,3,Medium-Term,Medium
798,26,1,Rarely,"Research & Development",21,3,Medical,M,"Laboratory Technician",D,2377,1,0,1,1,3,2,3,Short-Term,Low
799,33,1,Rarely,"Research & Development",25,3,Medical,M,"Research Scientist",S,2313,4,1,5,2,2,3,2,Short-Term,Low
800,42,0,Rarely,"Research & Development",2,2,Medical,M,Manager,M,17665,0,0,23,22,1,3,3,Long-Term,High
801,28,1,Frequently,"Research & Development",1,3,Medical,M,"Laboratory Technician",D,2596,1,0,1,1,2,3,2,Short-Term,Low
802,50,1,Frequently,Sales,1,4,Other,M,"Sales Executive",S,4728,3,1,5,0,3,3,3,Short-Term,Medium
803,33,0,Frequently,Sales,7,3,"Life Sciences",F,"Sales Executive",M,4302,0,0,4,3,2,3,3,Medium-Term,Medium
804,34,0,"No Travel","Research & Development",3,4,"Life Sciences",M,"Research Scientist",M,2979,3,0,6,0,4,3,2,Short-Term,Low
805,48,0,"No Travel","Research & Development",1,4,Medical,M,Manager,S,16885,2,0,27,5,4,2,4,Medium-Term,High
806,45,0,"No Travel",Sales,9,4,"Life Sciences",F,"Sales Executive",M,5593,1,0,15,15,3,3,2,Long-Term,Medium
807,52,0,Rarely,"Research & Development",7,4,"Life Sciences",M,"Healthcare Representative",S,10445,7,0,18,8,2,3,3,Long-Term,High
808,38,0,Rarely,Sales,10,4,Marketing,M,"Sales Executive",D,8740,0,1,9,8,3,3,2,Long-Term,High
809,29,0,Rarely,"Research & Development",28,4,"Life Sciences",F,"Research Scientist",D,2514,4,0,11,7,4,3,3,Medium-Term,Low
810,28,0,Rarely,"Research & Development",3,3,Medical,F,"Manufacturing Director",D,7655,0,0,10,9,2,2,3,Long-Term,Medium
811,46,0,Rarely,Sales,3,1,Marketing,M,Manager,M,17465,3,0,23,12,3,3,3,Long-Term,High
812,38,0,Rarely,Sales,2,2,Marketing,M,"Sales Executive",S,7351,7,0,10,1,2,3,3,Short-Term,Medium
813,43,0,Frequently,"Research & Development",27,3,"Life Sciences",F,"Manufacturing Director",M,10820,8,0,18,8,1,3,3,Long-Term,High
814,39,1,Frequently,"Research & Development",2,3,"Life Sciences",M,"Healthcare Representative",D,12169,7,0,21,18,4,3,3,Long-Term,High
815,40,0,Rarely,"Research & Development",14,3,Medical,M,"Research Director",S,19509,1,0,21,20,3,4,2,Long-Term,High
816,21,0,Rarely,"Research & Development",1,1,"Technical Degree",F,"Research Scientist",S,2070,1,1,2,2,2,4,2,Short-Term,Low
817,39,0,"No Travel","Research & Development",9,3,"Life Sciences",M,"Laboratory Technician",S,6782,9,0,9,5,2,2,3,Medium-Term,Medium
818,36,0,"No Travel","Research & Development",18,4,"Life Sciences",M,"Manufacturing Director",S,7779,2,0,18,11,4,3,3,Long-Term,Medium
819,31,0,Frequently,Sales,20,3,"Life Sciences",M,"Sales Representative",M,2791,0,0,3,2,4,3,4,Short-Term,Low
820,28,0,Rarely,"Research & Development",2,1,"Life Sciences",M,"Research Scientist",M,3201,0,0,6,5,2,1,2,Medium-Term,Medium
821,35,0,Frequently,Sales,11,2,Marketing,M,"Sales Executive",D,4968,1,0,5,5,4,3,3,Medium-Term,Medium
822,49,0,Rarely,Sales,8,4,"Technical Degree",M,"Sales Executive",M,13120,6,0,22,9,2,3,2,Long-Term,High
823,34,0,Frequently,"Research & Development",2,2,"Life Sciences",M,"Manufacturing Director",S,4033,2,0,5,3,3,2,3,Medium-Term,Medium
824,29,0,Frequently,"Research & Development",10,3,"Life Sciences",F,"Research Scientist",D,3291,0,0,8,7,2,2,3,Medium-Term,Medium
825,42,0,Rarely,"Research & Development",29,3,Medical,M,"Laboratory Technician",S,4272,4,0,16,1,4,3,1,Short-Term,Medium
826,29,0,Rarely,"Research & Development",8,1,Medical,M,"Manufacturing Director",M,5056,1,1,10,10,4,2,2,Long-Term,Medium
827,38,0,Rarely,"Human Resources",1,3,"Human Resources",M,"Human Resources",M,2844,1,0,7,7,3,4,4,Medium-Term,Low
828,28,0,Frequently,"Research & Development",6,3,"Life Sciences",M,"Research Scientist",D,2703,1,1,3,3,3,3,2,Medium-Term,Low
829,18,1,"No Travel","Research & Development",8,1,Medical,M,"Laboratory Technician",S,1904,1,0,0,0,3,3,3,Short-Term,Low
830,33,1,Rarely,Sales,9,4,Marketing,F,"Sales Executive",S,8224,0,1,6,5,1,3,3,Medium-Term,High
831,41,0,Rarely,"Research & Development",12,4,"Life Sciences",M,"Laboratory Technician",M,4766,3,1,6,1,4,3,3,Short-Term,Medium
832,31,1,Frequently,"Research & Development",15,3,Medical,M,"Laboratory Technician",M,2610,1,0,2,2,3,2,3,Short-Term,Low
833,37,0,Rarely,"Research & Development",25,2,Medical,F,"Healthcare Representative",D,5731,7,0,9,6,4,3,2,Medium-Term,Medium
834,27,0,Rarely,"Research & Development",6,3,"Life Sciences",M,"Research Scientist",M,2539,1,0,4,4,3,3,2,Medium-Term,Low
